0,0,15,Simon,Bertilsson,D,73,1095,0,0,0,0,0
0,0,29,Oscar,Birgersson,C,72,1080,0,0,0,0,0
0,0,24,Hannes,Björninen,C,68,1020,0,0,0,0,0
0,0,44,Jacob,Blomqvist,C,24,360,0,0,0,0,0
0,0,34,Oscar,Eklind,LW,31,465,0,0,0,0,0
0,0,22,Axel,Eriksson,D,32,480,0,0,0,0,0
0,0,3,Niklas,Friman,D,84,1260,0,0,0,0,0
0,0,13,Samuel,Johannesson,D,53,795,0,0,0,0,0
0,0,28,Johannes,Kinnvall,D,38,570,0,0,0,0,0
0,0,76,Oskar,Kvist,LW,29,435,0,0,0,0,0
0,0,10,Johan,Larsson,C,11,165,0,0,0,0,0
0,0,39,Anders,Lindbäck,G,37,555,0,0,0,0,0
0,0,4,Theo,Lindstein,D,16,240,0,0,0,0,0
0,0,14,Alexander,Ljungkrantz,LW,100,1500,0,0,0,0,0
0,0,38,Mikko,Niemelä,D,24,360,0,0,0,0,0
0,0,43,Noel,Nordh,LW,3,45,0,0,0,0,0
0,0,95,Nick,Olesen,RW,30,450,0,0,0,0,0
0,0,25,Jussi,Olkinuora,G,59,885,0,0,0,0,0
0,0,36,Linus,Olund ,C,4,60,0,0,0,0,0
0,0,20,Oula,Palve,C,53,795,0,0,0,0,0
0,0,18,Anton,Rödin ,LW,43,645,0,0,0,0,0
0,0,41,Greg,Scott,C,40,600,0,0,0,0,0
0,0,90,David,Skleni?ka,D,30,450,0,0,0,0,0
0,0,9,William,Strömgren,LW,70,1050,0,0,0,0,0
0,0,88,Dmytro,Timashov,LW,82,1230,0,0,0,0,0
0,0,7,Johan,Alm,D,83,1245,0,0,0,0,0
0,0,8,Linus,Arnesson,D,23,345,0,0,0,0,0
0,0,26,Emil,Berglund,C,66,990,0,0,0,0,0
0,0,53,David,Blomgren,LW,44,660,0,0,0,0,0
0,0,34,Daniel,Brodin,RW,51,765,0,0,0,0,0
0,0,74,Nicklas,Danielsson,RW,59,885,0,0,0,0,0
0,0,6,Stefan,Elliott,D,21,315,0,0,0,0,0
0,0,41,Alexander,Falk,D,58,870,0,0,0,0,0
0,0,58,Fredrik,Forsberg,LW,3,45,0,0,0,0,0
0,0,30,Matthew,Galajda,G,7,105,0,0,0,0,0
0,0,33,Daniel,Glad,D,15,225,0,0,0,0,0
0,0,4,Edvin,Hammarlund,D,12,180,0,0,0,0,0
0,0,42,Ludvig,Hedström,D,19,285,0,0,0,0,0
0,0,90,Kevin,Karlsson,D,10,150,0,0,0,0,0
0,0,86,Linus,Klasen,LW,23,345,0,0,0,0,0
0,0,32,Marcus,Krüger ,C,4,60,0,0,0,0,0
0,0,88,Jonathan,Lekkerimäki,RW,56,840,0,0,0,0,0
0,0,35,Carl,Lindbom,G,100,1500,0,0,0,0,0
0,0,44,Olle,Liss,RW,60,900,0,0,0,0,0
0,0,62,Wiktor,Nilsson,RW,88,1320,0,0,0,0,0
0,0,37,John,Norman ,C,81,1215,0,0,0,0,0
0,0,20,Calle,Odelius,D,91,1365,0,0,0,0,0
0,0,28,Liam,Öhgren,LW,96,1440,0,0,0,0,0
0,0,45,Noah,Östlund,C,55,825,0,0,0,0,0
0,0,24,Ludvig,Rensfeldt ,C,70,1050,0,0,0,0,0
0,0,9,Cameron,Schilling,D,60,900,0,0,0,0,0
0,0,14,Lukas,Vejdemo,C,72,1080,0,0,0,0,0
0,0,3,Alexander,Ytterell,D,49,735,0,0,0,0,0
0,0,36,Jonathan,Andersen,C,63,945,0,0,0,0,0
0,0,7,Axel,Bergkvist,D,7,105,0,0,0,0,0
0,0,8,Anton,Berglund,D,81,1215,0,0,0,0,0
0,0,41,Henrik,Björklund,RW,93,1395,0,0,0,0,0
0,0,88,Brandon,Davidson,D,7,105,0,0,0,0,0
0,0,14,Victor,Ejdsell ,C,65,975,0,0,0,0,0
0,0,18,Remi,Elie,LW,55,825,0,0,0,0,0
0,0,91,Eric,Engstrand,LW,4,60,0,0,0,0,0
0,0,29,Lucas,Forsell,RW,47,705,0,0,0,0,0
0,0,28,Mattias,Göransson,D,6,90,0,0,0,0,0
0,0,35,Dennis,Hildeby,G,68,1020,0,0,0,0,0
0,0,82,Jasse,Ikonen,C,100,1500,0,0,0,0,0
0,0,59,Linus,Johansson ,C,36,540,0,0,0,0,0
0,0,4,Oscar,Lawner,LW,50,750,0,0,0,0,0
0,0,81,Theodor,Lennström,D,47,705,0,0,0,0,0
0,0,34,Michael,Lindqvist,RW,97,1455,0,0,0,0,0
0,0,55,Max,Lindroth,D,9,135,0,0,0,0,0
0,0,79,Patrik,Lundh,F,86,1290,0,0,0,0,0
0,0,10,Marcus,Nilsson,LW,77,1155,0,0,0,0,0
0,0,11,Joakim,Nygård ,LW,40,600,0,0,0,0,0
0,0,26,Joel,Nyström,D,90,1350,0,0,0,0,0
0,0,23,Ville,Pokka,D,10,150,0,0,0,0,0
0,0,90,Matt,Tomkins,G,11,165,0,0,0,0,0
0,0,52,August,Tornberg,D,94,1410,0,0,0,0,0
0,0,13,Daniel,Viksten,RW,65,975,0,0,0,0,0
0,0,20,Marcus,Westfält,C,61,915,0,0,0,0,0
0,0,3,Jens,Westin,D,77,1155,0,0,0,0,0
0,0,67,Pontus,Widerström,C,41,615,0,0,0,0,0
0,0,12,Albert,Wikman,D,61,915,0,0,0,0,0
0,0,6,Mikael,Wikstrand,D,4,60,0,0,0,0,0
0,0,22,Per,Åslund,LW,50,750,0,0,0,0,0
0,0,11,Erik,Borg,C,18,270,0,0,0,0,0
